Education Level,Years of Experience,Location,Industry,Job Title,Salary
PhD,20,Suburban,Finance,Business Analyst,119020.97611080698
Master's,15,Suburban,Education,Others,87947.0936953322
Master's,38,Rural,Education,Software Engineer,110643.53498322412
PhD,33,Rural,Finance,Others,154809.41095057485
Bachelor's,14,Suburban,Healthcare,Others,49327.66246926166
Bachelor's,5,Suburban,Healthcare,Business Analyst,66312.56398033311
Master's,1,Urban,Healthcare,Project Manager,62152.15478690536
PhD,23,Rural,Education,Others,113916.97640245483
Bachelor's,27,Urban,Education,Project Manager,96781.25259991233
Bachelor's,0,Suburban,Education,Software Engineer,62325.79728695679
Bachelor's,0,Urban,Healthcare,Business Analyst,51192.13317756902
High School,27,Suburban,Education,Data Scientist,65894.61849457308
PhD,35,Suburban,Tech,Business Analyst,151199.22456650858
Bachelor's,19,Urban,Finance,Data Scientist,84649.78447564133
High School,7,Rural,Tech,Software Engineer,43997.809764682235
PhD,0,Urban,Tech,Project Manager,99119.33769111458
Bachelor's,25,Urban,Education,Software Engineer,71646.04793460068
Master's,24,Rural,Finance,Business Analyst,88895.62668168392
High School,9,Rural,Tech,Data Scientist,45186.25259966284
High School,11,Urban,Healthcare,Data Scientist,53296.19711711448
Bachelor's,40,Suburban,Healthcare,Business Analyst,88083.93157930335
Bachelor's,6,Urban,Healthcare,Business Analyst,62011.37661314274
High School,11,Suburban,Healthcare,Software Engineer,48938.404039385496
Master's,39,Rural,Finance,Others,146109.17649025927
Master's,16,Rural,Healthcare,Data Scientist,107442.90789005707
PhD,4,Suburban,Finance,Business Analyst,93123.44212724661
Bachelor's,13,Urban,Finance,Software Engineer,71699.30513048664
Master's,33,Rural,Finance,Others,132086.96770322887
PhD,16,Suburban,Finance,Project Manager,116692.24288650446
Master's,34,Suburban,Education,Business Analyst,92770.6658931377
Bachelor's,0,Urban,Tech,Others,70937.90835290278
PhD,35,Suburban,Education,Project Manager,143731.31307084698
PhD,14,Suburban,Tech,Project Manager,142131.69543399414
PhD,18,Urban,Education,Software Engineer,115051.54922079643
Master's,4,Rural,Healthcare,Data Scientist,69717.58710327395
Bachelor's,18,Rural,Finance,Business Analyst,51061.67315881224
PhD,38,Rural,Healthcare,Others,147357.64469248365
High School,4,Suburban,Healthcare,Project Manager,22172.894143807986
Bachelor's,11,Suburban,Healthcare,Data Scientist,68334.94558368219
High School,18,Urban,Education,Project Manager,79288.32702522386
High School,11,Suburban,Healthcare,Business Analyst,30096.211347698852
PhD,35,Suburban,Finance,Business Analyst,151525.55412073006
PhD,11,Rural,Finance,Software Engineer,97724.00385142112
Master's,17,Suburban,Tech,Business Analyst,99963.49536768903
Master's,33,Suburban,Education,Business Analyst,109070.22679954805
Master's,32,Suburban,Finance,Business Analyst,125649.36602146445
Bachelor's,17,Urban,Finance,Data Scientist,80806.88311475221
Master's,28,Suburban,Education,Others,116432.92441150227
High School,4,Urban,Healthcare,Others,27473.10961475504
Master's,24,Rural,Finance,Business Analyst,122575.134217543
PhD,23,Suburban,Healthcare,Others,97779.73515980477
Master's,28,Urban,Finance,Business Analyst,103360.97095647625
Bachelor's,37,Rural,Tech,Others,95162.35309110703
Bachelor's,32,Suburban,Healthcare,Others,82423.75292442135
High School,9,Urban,Finance,Project Manager,33346.189902002785
Bachelor's,36,Urban,Education,Data Scientist,117043.6048015937
Master's,32,Rural,Education,Project Manager,121273.26764148568
PhD,22,Suburban,Education,Project Manager,123381.31831199418
Bachelor's,10,Suburban,Finance,Others,80080.36509393675
High School,23,Suburban,Healthcare,Software Engineer,58007.871471040366
Master's,23,Urban,Tech,Software Engineer,107267.06721129191
High School,6,Suburban,Tech,Data Scientist,46510.173070045894
Bachelor's,20,Urban,Finance,Business Analyst,68473.58515757746
Bachelor's,19,Urban,Finance,Others,61916.85470968651
High School,9,Rural,Finance,Data Scientist,51567.11512442672
Master's,24,Urban,Healthcare,Project Manager,108943.11851813493
Bachelor's,35,Rural,Education,Others,89066.88351926266
PhD,14,Rural,Healthcare,Project Manager,124322.23163498999
Bachelor's,39,Suburban,Healthcare,Data Scientist,103449.52318835873
Master's,39,Rural,Finance,Software Engineer,144383.61977964893
Bachelor's,5,Suburban,Tech,Data Scientist,51453.139011990635
High School,36,Rural,Healthcare,Others,111776.88768243563
Bachelor's,1,Urban,Tech,Others,36215.218728572145
Bachelor's,11,Suburban,Finance,Business Analyst,59428.09554423295
Master's,3,Urban,Healthcare,Software Engineer,66514.36764037776
High School,22,Suburban,Education,Others,49910.672498526124
Master's,12,Urban,Education,Software Engineer,99221.87455315657
Bachelor's,16,Rural,Healthcare,Others,75267.384765909
PhD,30,Suburban,Education,Software Engineer,147516.91505194159
Bachelor's,15,Suburban,Healthcare,Data Scientist,62741.999910764804
Master's,40,Suburban,Education,Software Engineer,144090.79551973083
PhD,25,Rural,Finance,Project Manager,128946.41756315196
Master's,27,Urban,Education,Data Scientist,119224.53666027552
Master's,0,Rural,Education,Others,63611.112344356276
High School,11,Rural,Finance,Others,28595.9623337513
PhD,36,Rural,Finance,Business Analyst,159279.71303416937
Bachelor's,19,Urban,Education,Project Manager,91270.05168934757
Master's,1,Rural,Tech,Business Analyst,100868.6889821818
Bachelor's,35,Suburban,Tech,Data Scientist,90543.80295342885
High School,14,Rural,Healthcare,Business Analyst,50338.06397724873
High School,37,Urban,Education,Data Scientist,74997.64777409098
PhD,21,Suburban,Healthcare,Business Analyst,124778.66343799072
High School,31,Urban,Finance,Software Engineer,94183.26434545661
High School,19,Rural,Education,Data Scientist,80211.79919298436
Bachelor's,35,Urban,Finance,Data Scientist,99213.57980578094
High School,32,Suburban,Education,Software Engineer,70123.65564465175
High School,14,Urban,Education,Software Engineer,46857.5942365468
Master's,2,Suburban,Finance,Project Manager,86637.16193947516
High School,28,Suburban,Education,Software Engineer,76942.15121492282
Master's,26,Rural,Education,Business Analyst,87151.05968992527
High School,4,Rural,Healthcare,Software Engineer,33696.02960322056
High School,30,Suburban,Finance,Software Engineer,55308.85797623587
PhD,21,Urban,Tech,Data Scientist,104260.18287731733
PhD,34,Suburban,Tech,Data Scientist,116576.02514506331
Master's,6,Rural,Education,Software Engineer,73070.58550735725
High School,5,Urban,Healthcare,Project Manager,36318.14215995356
Bachelor's,25,Suburban,Education,Data Scientist,85020.83095076078
PhD,0,Rural,Healthcare,Business Analyst,91145.45700794325
Bachelor's,18,Suburban,Education,Business Analyst,68697.40170599823
PhD,6,Suburban,Tech,Software Engineer,104981.85428048094
PhD,35,Suburban,Finance,Software Engineer,146382.0535865912
High School,11,Urban,Healthcare,Project Manager,50003.787145048176
PhD,19,Rural,Education,Software Engineer,139361.59026518348
Bachelor's,22,Rural,Education,Others,85433.97173136083
PhD,24,Suburban,Healthcare,Others,119930.72765566467
Master's,29,Suburban,Healthcare,Software Engineer,110527.24711693346
High School,28,Suburban,Tech,Others,76926.68430602583
High School,30,Urban,Healthcare,Business Analyst,69141.38899737381
Master's,17,Rural,Education,Software Engineer,103358.65228699331
Master's,40,Suburban,Tech,Business Analyst,116712.91379177444
Master's,18,Rural,Tech,Business Analyst,111456.85008694083
PhD,3,Suburban,Finance,Others,98477.27642278372
High School,0,Rural,Finance,Project Manager,19932.10652170641
Master's,40,Suburban,Finance,Business Analyst,134012.35653307397
PhD,14,Urban,Healthcare,Others,104079.72541495737
Master's,7,Suburban,Tech,Project Manager,99194.4052817635
Bachelor's,14,Suburban,Healthcare,Others,76241.46956072682
Bachelor's,14,Suburban,Tech,Others,71799.59484758663
High School,38,Suburban,Education,Software Engineer,75496.93677477405
PhD,21,Suburban,Healthcare,Data Scientist,121211.41900668106
Bachelor's,17,Rural,Tech,Project Manager,82275.0801841663
Bachelor's,15,Rural,Finance,Others,48376.81042173595
PhD,1,Urban,Finance,Business Analyst,94012.88941970788
Master's,35,Suburban,Education,Business Analyst,112605.19443344767
PhD,19,Rural,Healthcare,Data Scientist,115084.50835087923
Master's,15,Rural,Tech,Project Manager,96789.72013274944
Bachelor's,2,Suburban,Finance,Software Engineer,54992.51526837732
Bachelor's,29,Suburban,Tech,Project Manager,77357.49909030237
Bachelor's,1,Urban,Healthcare,Business Analyst,45664.24800652796
High School,34,Urban,Finance,Business Analyst,86986.0776636683
High School,25,Rural,Education,Software Engineer,63258.88954490799
High School,4,Urban,Education,Software Engineer,22161.571426041388
PhD,1,Rural,Healthcare,Business Analyst,103050.17468146664
Bachelor's,19,Urban,Healthcare,Others,69912.36321122453
Bachelor's,33,Suburban,Tech,Others,74573.42467160382
PhD,33,Urban,Education,Software Engineer,151061.5313194707
High School,19,Rural,Healthcare,Others,62509.78675940532
PhD,24,Urban,Healthcare,Software Engineer,130856.59590659103
High School,19,Rural,Education,Project Manager,59232.310170095014
Bachelor's,24,Rural,Tech,Project Manager,89053.63052105447
Master's,13,Urban,Tech,Project Manager,88570.45752353412
High School,38,Urban,Education,Software Engineer,97852.14981588536
Bachelor's,11,Rural,Education,Software Engineer,85748.34885874976
Bachelor's,4,Suburban,Education,Others,49145.411075012074
Master's,1,Urban,Education,Others,66570.52799641166
Bachelor's,15,Rural,Education,Others,83833.26619325328
Bachelor's,29,Suburban,Healthcare,Data Scientist,88074.92964058838
High School,37,Rural,Finance,Software Engineer,65851.6424050517
High School,23,Urban,Education,Project Manager,73940.89982508586
Master's,29,Rural,Finance,Project Manager,82233.62730688423
Master's,36,Rural,Tech,Data Scientist,122490.54549542138
Bachelor's,38,Rural,Healthcare,Data Scientist,88885.18060244614
High School,10,Urban,Finance,Project Manager,61686.79960999974
Master's,13,Suburban,Tech,Software Engineer,100679.23321220452
Master's,22,Suburban,Tech,Project Manager,84980.54916133189
PhD,15,Suburban,Tech,Project Manager,108464.66608650773
Master's,20,Suburban,Education,Data Scientist,99263.2440666103
Bachelor's,3,Urban,Healthcare,Data Scientist,33292.8038079642
High School,32,Rural,Tech,Others,92106.77127945714
Master's,13,Suburban,Education,Data Scientist,76554.53937866692
PhD,18,Suburban,Finance,Project Manager,124012.68546891003
High School,4,Urban,Healthcare,Others,24662.587542202004
Master's,35,Rural,Finance,Project Manager,128366.59820521029
PhD,30,Rural,Finance,Software Engineer,143625.70232789853
Master's,17,Suburban,Education,Software Engineer,97935.60081013227
High School,30,Suburban,Finance,Data Scientist,91501.6488371715
High School,29,Rural,Healthcare,Others,79443.64423558253
High School,20,Urban,Finance,Business Analyst,35238.95762913154
Bachelor's,29,Rural,Education,Software Engineer,86354.04159700524
Master's,40,Rural,Tech,Software Engineer,146539.93830727093
Bachelor's,3,Suburban,Education,Software Engineer,51569.77656516745
High School,4,Urban,Tech,Software Engineer,18748.777576803637
PhD,40,Urban,Finance,Data Scientist,173304.3474482387
Master's,9,Urban,Tech,Others,75236.84327674714
Bachelor's,26,Suburban,Education,Software Engineer,99469.08943605654
Master's,15,Urban,Education,Data Scientist,90890.21185318695
PhD,29,Urban,Healthcare,Others,144684.62628014453
Bachelor's,12,Suburban,Healthcare,Others,71945.93140345342
High School,35,Rural,Tech,Business Analyst,87914.31641604831
Bachelor's,20,Urban,Tech,Project Manager,76218.81005239053
Master's,39,Rural,Healthcare,Software Engineer,119061.38750190058
Master's,14,Urban,Finance,Data Scientist,88580.14808555084
Master's,19,Rural,Healthcare,Others,111219.02641339802
Master's,19,Rural,Finance,Business Analyst,89933.64584077366
High School,4,Suburban,Tech,Project Manager,27286.75421806818
Bachelor's,31,Suburban,Tech,Others,102465.91760731464
High School,5,Urban,Education,Others,35152.02545977504
High School,29,Urban,Education,Software Engineer,73345.44457705008
High School,25,Suburban,Finance,Project Manager,62963.06762520578
Master's,36,Urban,Finance,Project Manager,125598.53992366801
Master's,12,Urban,Healthcare,Data Scientist,82013.88257481341
Master's,28,Suburban,Finance,Business Analyst,87613.5602933418
Bachelor's,4,Rural,Tech,Data Scientist,63526.60120632913
PhD,24,Urban,Tech,Business Analyst,130674.15710371915
Master's,12,Suburban,Tech,Data Scientist,89683.25389152722
Bachelor's,23,Urban,Education,Business Analyst,71836.96542731565
Master's,30,Urban,Finance,Software Engineer,100711.34417214613
Master's,19,Suburban,Finance,Business Analyst,95902.72411079434
High School,7,Suburban,Education,Data Scientist,46015.66385364427
High School,8,Urban,Education,Project Manager,55736.15996755306
High School,20,Urban,Education,Others,78200.61524802251
Bachelor's,19,Rural,Tech,Business Analyst,90706.53376921451
PhD,14,Rural,Finance,Business Analyst,110533.81406686881
PhD,25,Suburban,Healthcare,Project Manager,125535.36776904314
Bachelor's,10,Urban,Healthcare,Software Engineer,71576.4804374032
Master's,36,Suburban,Finance,Data Scientist,135404.63554560914
Bachelor's,40,Suburban,Finance,Software Engineer,124577.91853658122
Master's,10,Urban,Education,Business Analyst,84289.21423124193
Bachelor's,26,Rural,Education,Business Analyst,100945.90420772492
Bachelor's,29,Suburban,Tech,Software Engineer,91646.52656182958
Bachelor's,18,Suburban,Education,Data Scientist,91762.75926836042
PhD,33,Urban,Finance,Business Analyst,155709.36194000204
High School,37,Rural,Tech,Business Analyst,64949.191834173806
Bachelor's,22,Rural,Healthcare,Software Engineer,78359.30754690908
PhD,0,Urban,Finance,Others,88454.7527006725
High School,2,Suburban,Healthcare,Project Manager,37203.656705515605
High School,2,Urban,Finance,Business Analyst,29791.87041606005
Bachelor's,27,Urban,Finance,Data Scientist,93360.35552980441
Master's,13,Rural,Tech,Others,82149.41163571631
Master's,29,Suburban,Tech,Software Engineer,105495.15417608868
Master's,4,Suburban,Education,Software Engineer,64873.05597508503
Bachelor's,14,Rural,Finance,Data Scientist,72730.76836804362
Master's,37,Suburban,Finance,Others,112283.24306430435
PhD,13,Suburban,Tech,Data Scientist,130137.7050733589
PhD,13,Urban,Healthcare,Business Analyst,113038.10017268284
PhD,7,Urban,Education,Others,102751.99773727646
PhD,7,Urban,Finance,Project Manager,113822.76021026907
High School,18,Suburban,Tech,Project Manager,55219.08849422107
PhD,31,Suburban,Finance,Data Scientist,148504.6012085477
Master's,30,Suburban,Tech,Project Manager,112406.28500342724
Bachelor's,28,Suburban,Education,Data Scientist,97059.88858241118
Master's,40,Rural,Healthcare,Business Analyst,143907.2186060301
PhD,10,Rural,Finance,Business Analyst,91612.5893477877
High School,12,Suburban,Finance,Data Scientist,63210.25464089694
PhD,26,Urban,Education,Business Analyst,107074.67742295285
Bachelor's,18,Urban,Healthcare,Project Manager,70706.37635400897
Master's,25,Rural,Finance,Business Analyst,69013.14469186244
Bachelor's,36,Rural,Education,Project Manager,113742.55939826799
Bachelor's,8,Suburban,Finance,Project Manager,48481.345730853194
Bachelor's,27,Suburban,Finance,Software Engineer,80038.80513643024
Master's,31,Suburban,Education,Business Analyst,132938.68387473215
PhD,2,Suburban,Education,Business Analyst,95744.52909692895
Bachelor's,31,Suburban,Tech,Data Scientist,104771.02739387739
Master's,4,Urban,Tech,Data Scientist,59493.20489175535
High School,7,Urban,Finance,Others,41537.87114588498
Master's,13,Suburban,Education,Project Manager,97402.75263653055
High School,2,Urban,Healthcare,Software Engineer,39544.364467526924
Master's,23,Suburban,Healthcare,Project Manager,119400.80835907519
PhD,12,Suburban,Finance,Business Analyst,106649.41426669694
Bachelor's,28,Rural,Tech,Others,65865.66306285775
PhD,7,Urban,Education,Project Manager,106014.50978844422
Master's,30,Urban,Education,Others,129144.21228540043
Bachelor's,25,Rural,Tech,Project Manager,93976.40387216082
High School,17,Urban,Education,Business Analyst,51980.01990235855
